dataset,train_seed,analysis_seed,receiver_i,neighbor_j,edge_id,label_i,label_j,degree_i,degree_j,edge_norm,receiver_degree_bin,receiver_correct_full,full_confidence,sim_text,sim_visual,L_null,L_text,L_visual,L_joint,Q_text,Q_visual,Q_joint,S_exact,S_norm,Q_text_1,Q_visual_1,Q_joint_1,Q_text_2,Q_visual_2,Q_joint_2,S_second,best_exact,best_first,best_second
Grocery,42,12345,12846,12394,105162,14,14,2,74,0.08219949156045914,1,True,0.9408251643180847,0.982264518737793,0.9635279774665833,0.07984476536512375,0.0719962939620018,0.067621149122715,0.060997944325208664,0.007848471403121948,0.012223616242408752,0.018846821039915085,-0.0012252666056156158,-0.03148254379630089,0.008308282133311317,0.013638081584660917,0.02194636371797223,0.007831094659477976,0.012101253721429044,0.018496595337679483,-0.0014357530432275376,3,3,3
Grocery,42,12345,3772,7263,50805,3,9,17,1,0.24253563582897186,3,True,0.7297298908233643,0.934392511844635,0.8863205909729004,0.23012775182724,0.18283922970294952,0.3818151652812958,0.31508079171180725,0.047288522124290466,-0.1516874134540558,-0.08495303988456726,0.01944585144519806,0.06848843395709991,0.05983558318017537,-0.11853914093879653,-0.05870355775862113,0.04392623351416969,-0.1478319076766335,-0.0849063926828992,0.018999281479564617,1,1,1
Grocery,42,12345,7881,7551,53216,10,10,9,8,0.1178511381149292,2,True,0.9999799728393555,0.9854621291160583,0.9914092421531677,4.386805812828243e-05,4.017272294731811e-05,2.2053474822314456e-05,2.002696055569686e-05,3.695335180964321e-06,2.181458330596797e-05,2.3841097572585568e-05,-1.6688209143467247e-06,-0.03380848094820976,4.015859805582418e-06,3.061439513619035e-05,3.4630254941772776e-05,3.7532589412846807e-06,1.952437620038154e-05,2.079380229414658e-05,-2.4838328475196412e-06,3,3,3
Grocery,42,12345,143,3535,16903,1,4,7,87,0.04052204638719559,2,True,0.9846653342247009,0.6821432113647461,0.5173702836036682,0.015507942996919155,0.016379306092858315,0.014664365909993649,0.015453479252755642,-0.0008713630959391594,0.0008435770869255066,5.4463744163513184e-05,8.224975317716599e-05,0.04648417979478836,-0.0008429137926964606,0.0009289148114096671,8.600101871320611e-05,-0.0008707006561189357,0.0008420328427147742,5.521648120123558e-05,8.388429460539715e-05,2,2,2
Grocery,42,12345,15571,15435,133048,19,19,5,3,0.25819888710975647,2,True,0.9059898257255554,0.9061146974563599,0.9241905212402344,0.200791135430336,0.24250373244285583,0.08381404727697372,0.09872718155384064,-0.041712597012519836,0.11697708815336227,0.10206395387649536,0.026799462735652924,0.10277695208787918,-0.036290013466338505,0.18020392578814953,0.14391391232181105,-0.04132807588485143,0.0971603393007011,0.09192944692872818,0.03609718351287851,2,2,2
Grocery,42,12345,1782,1628,6840,0,0,4,13,0.1386750489473343,1,True,0.9863102436065674,0.9732382297515869,0.9272475838661194,0.039915286004543304,0.030540207400918007,0.018338534981012344,0.013784334063529968,0.009375078603625298,0.02157675102353096,0.026130951941013336,-0.0048208776861429214,-0.08445413410663605,0.010807816419886498,0.03169066084704075,0.042498477266927244,0.009225324214839454,0.018510529574266982,0.0199347051556757,-0.0078011486334307375,3,3,3
Grocery,42,12345,8640,9399,72112,12,12,3,36,0.09622504562139511,1,True,0.9942607879638672,0.9551126956939697,0.9813904166221619,0.012390541844069958,0.010024677030742168,0.007125678937882185,0.005755756050348282,0.0023658648133277893,0.005264862906187773,0.006634785793721676,-0.0009959419257938862,-0.06981460750102997,0.0027086975470565163,0.007097197831208747,0.009805895378265263,0.002328115749138438,0.004827167482730394,0.005640972794122788,-0.0015143104377460443,3,3,3
Grocery,42,12345,3546,10838,89446,6,13,11,16,0.07537783682346344,3,True,0.3278152644634247,0.9004992842674255,0.7766168713569641,1.11197829246521,1.100034475326538,1.1298037767410278,1.115304946899414,0.011943817138671875,-0.01782548427581787,-0.0033266544342041016,0.0025550127029418945,0.07720012217760086,0.021555124331491902,-0.016129712926677375,0.00542541140481452,0.012129098604317112,-0.01792593417409424,-0.0030742828360186287,0.0027225527337584998,1,1,1
Grocery,42,12345,10099,9282,70455,12,12,23,31,0.03745029494166374,3,True,0.9661997556686401,0.9853942394256592,0.8177251219749451,0.041798003017902374,0.03999122977256775,0.035995110869407654,0.03438469395041466,0.0018067732453346252,0.0058028921484947205,0.007413309067487717,-0.00019635632634162903,-0.013070393353700638,0.001862516616495407,0.006322727080364993,0.008185243696860398,0.0018052276952684075,0.005771577058194924,0.0073603558906699465,-0.00021644886279338464,3,3,3
Grocery,42,12345,9056,10247,81422,12,12,3,14,0.15430335700511932,1,True,0.9835857152938843,0.8815588355064392,0.9355904459953308,0.03210856765508652,0.033626869320869446,0.015952225774526596,0.01655050925910473,-0.0015183016657829285,0.01615634188055992,0.015558058395981789,0.0009200181812047958,0.027684111148118973,-0.0012091231386797772,0.022801813860136445,0.02159269072145667,-0.0015417912506746228,0.014435119329688757,0.014064676495481017,0.0011713484164668827,2,2,2
Grocery,42,12345,15001,15005,130260,15,15,4,32,0.0883883461356163,1,True,0.1844828575849533,0.7949773073196411,0.7176957130432129,2.380258083343506,2.318030834197998,1.7459630966186523,1.690198540687561,0.06222724914550781,0.6342949867248535,0.6900595426559448,-0.006462693214416504,-0.004660881590098143,0.06259673553682,0.6834003388405008,0.7459970743773207,0.06223039376092452,0.6367374847873026,0.6940887089153911,-0.004879169632836078,3,3,3
Grocery,42,12345,17004,2824,12454,17,5,7,2,0.26726123690605164,2,True,0.9056179523468018,0.9043708443641663,0.8374725580215454,0.1614270806312561,0.13166476786136627,0.1392335295677185,0.09913772344589233,0.02976231276988983,0.022193551063537598,0.06228935718536377,0.01033349335193634,0.09045010805130005,0.04216294808665325,0.05346733883540895,0.09563028692206219,0.026601283074639034,0.01658894284044491,0.053551252373456794,0.010361026458372849,3,3,3
Grocery,42,12345,1558,1881,7969,1,1,3,3,0.3333333432674408,1,True,0.9922864437103271,0.9917210340499878,0.9564195871353149,0.022280259057879448,0.006756081711500883,0.027319416403770447,0.007743460591882467,0.015524176880717278,-0.005039157345890999,0.014536798000335693,0.004051778465509415,0.11543481051921844,0.027330978166928786,-0.003566674711862474,0.02376430345506631,0.010140277424375246,-0.0051671905157577875,0.010837164868131216,0.005864077959513757,1,1,3
Grocery,42,12345,12656,12586,106550,14,14,2,49,0.10101525485515594,1,True,0.9495981931686401,0.890469491481781,0.812861442565918,0.06151170656085014,0.057773225009441376,0.055192235857248306,0.051716338843107224,0.0037384815514087677,0.006319470703601837,0.00979536771774292,-0.00026258453726768494,-0.0132262222468853,0.003978738381942501,0.007509145944522104,0.011487884326464606,0.0037303702035158346,0.006180020789541073,0.009613033697776708,-0.0002973572952801994,3,3,3
Grocery,42,12345,10503,9217,69693,12,12,16,262,0.015445050783455372,3,False,0.9463810324668884,0.8353484272956848,0.6521036624908447,5.5149006843566895,5.445446491241455,5.509427070617676,5.440012454986572,0.06945419311523438,0.005473613739013672,0.07488822937011719,-3.9577484130859375e-05,-0.0002641738683450967,0.06947344720918379,0.005532128090120044,0.07500557529930385,0.06945377083743824,0.005472532125368449,0.07488694569920162,-3.9357263605066875e-05,3,3,3
Grocery,42,12345,15901,8951,66496,18,12,19,43,0.03498557209968567,3,False,0.4290640950202942,0.6979700326919556,0.7250306010246277,1.6655762195587158,1.677689552307129,1.5667099952697754,1.578641414642334,-0.012113332748413086,0.09886622428894043,0.08693480491638184,0.0001819133758544922,0.0009191518765874207,-0.012082083307713432,0.10087885806487663,0.08879677475716319,-0.01211284032169412,0.09890412746587623,0.08696703470864522,0.00017574756446310513,2,2,2
Grocery,42,12345,16121,17047,141959,18,18,8,9,0.1178511381149292,2,True,0.9250972270965576,0.9119274020195007,0.9522719979286194,0.1590563803911209,0.15893436968326569,0.07796778529882431,0.0778564065694809,0.00012201070785522461,0.0810885950922966,0.08119997382164001,-1.0631978511810303e-05,-6.546357326442376e-05,0.00023271072661552568,0.11469452812192316,0.1149272388485387,0.0001223500531045578,0.07234136459462664,0.07243822751394902,-2.5487133782184368e-05,3,3,3
Grocery,42,12345,7329,7732,54684,9,9,14,9,0.08908708393573761,3,True,0.9744054675102234,0.9942806959152222,0.9413308501243591,0.037504538893699646,0.03025665692985058,0.0324816070497036,0.025927765294909477,0.007247881963849068,0.005022931843996048,0.011576773598790169,-0.0006940402090549469,-0.029103150591254234,0.008448881071113072,0.005479232017844346,0.013928113088957422,0.007150863384710786,0.004987346945428317,0.011269365802267336,-0.0008688445278717677,3,3,3
Grocery,42,12345,13676,13882,118644,15,15,23,7,0.07881104201078415,3,True,0.8704710006713867,0.943527102470398,0.8286114931106567,0.16765937209129333,0.1570253074169159,0.14813609421253204,0.13872084021568298,0.010634064674377441,0.01952327787876129,0.02893853187561035,-0.0012188106775283813,-0.02062428928911686,0.010982436160639996,0.021674778917846776,0.03265721507848676,0.010627094698388703,0.01930418917103521,0.02854578258937713,-0.0013855012800467852,3,3,3
Grocery,42,12345,15878,16374,137933,17,17,3,15,0.14907120168209076,1,True,0.3367847204208374,0.8500096201896667,0.7504538297653198,1.276998519897461,1.1516071557998657,1.224674940109253,1.0883114337921143,0.12539136409759521,0.05232357978820801,0.18868708610534668,0.010972142219543457,0.02994563616812229,0.13357237763316732,0.07297795592433112,0.20655033355749847,0.12556507791342758,0.05401380586033553,0.18879191055794056,0.009213026784177451,3,3,3
Grocery,42,12345,14250,3207,14703,16,5,28,29,0.035093121230602264,3,True,0.998791515827179,0.7191402912139893,0.6995939016342163,0.0011732844868674874,0.0011856677010655403,0.0012003129813820124,0.001209242851473391,-1.2383214198052883e-05,-2.7028494514524937e-05,-3.5958364605903625e-05,3.4533441066741943e-06,0.04581242799758911,-1.1127574332270948e-05,-2.324817019288085e-05,-3.4375744525151805e-05,-1.2349587785866857e-05,-2.693023825416312e-05,-3.585669438433819e-05,3.423131655691785e-06,0,0,0
Grocery,42,12345,2856,11384,95451,6,13,3,22,0.12309148907661438,1,False,0.4306652843952179,0.553884744644165,0.8589551448822021,1.7688140869140625,1.6399070024490356,1.7334909439086914,1.6203213930130005,0.12890708446502686,0.035323143005371094,0.148492693901062,-0.015737533569335938,-0.0503242090344429,0.17256948658942325,0.06668182143903438,0.2392513080284576,0.13417359919369035,0.0347350555128228,0.17026163925405174,0.0013529845475385993,3,3,3
Grocery,42,12345,16197,15659,134440,17,17,7,23,0.07881104201078415,2,True,0.9900396466255188,0.8979592323303223,0.8149260878562927,0.01422879472374916,0.013290151953697205,0.01071049366146326,0.010010278783738613,0.0009386427700519562,0.0035183010622859,0.004218515940010548,-0.00023842789232730865,-0.02748299390077591,0.0010484360824959983,0.004111017296798517,0.005159453379294515,0.0009327309807414106,0.0034477584699464767,0.004061197440178948,-0.0003192920105089393,3,3,3
Grocery,42,12345,13307,6063,41449,16,8,9,2,0.2357022762298584,2,True,0.9415486454963684,0.707383930683136,0.716244101524353,0.02922366000711918,0.03172025829553604,0.05543700233101845,0.06022927165031433,-0.0024965982884168625,-0.02621334232389927,-0.031005611643195152,-0.0022956710308790207,-0.0384434275329113,-0.0019812548614486,-0.01611639879058843,-0.01809765365203703,-0.002461128821431272,-0.023472841279426768,-0.026989456725708974,-0.0010554866248509362,0,0,0
Grocery,42,12345,12305,12512,105979,14,14,14,89,0.0283296350389719,3,True,0.48582160472869873,0.9778016805648804,0.9358539581298828,0.7041305303573608,0.726900577545166,0.6991409063339233,0.721913754940033,-0.022770047187805176,0.0049896240234375,-0.01778322458267212,-2.8014183044433594e-06,-6.151162961032242e-05,-0.022350342689113508,0.0050717501886483555,-0.017278592500465158,-0.022770217912379227,0.004987828189048049,-0.01778881865618177,-6.428932850592074e-06,2,2,2
Grocery,42,12345,11349,11210,93503,13,13,2,5,0.3162277638912201,1,True,0.999423623085022,0.9718602895736694,0.9802645444869995,0.00792762078344822,0.006701020989567041,0.0007321537705138326,0.0005765683017671108,0.001226599793881178,0.0071954671293497086,0.0073510524816811085,-0.001071014441549778,-0.06790120154619217,0.0020416424758664424,0.019239060646730227,0.021280703122596663,0.0009354983394962483,-0.004473127817894041,-0.007877480633846353,-0.004339851155448561,3,3,1
Grocery,42,12345,2664,4520,26772,4,7,1,61,0.12803687155246735,0,False,0.8632904291152954,0.931331992149353,0.9164651036262512,4.049751281738281,4.131937026977539,4.530248641967773,4.612943649291992,-0.08218574523925781,-0.4804973602294922,-0.5631923675537109,-0.0005092620849609375,-0.0004523254174273461,-0.08153898369643373,-0.4530613542823894,-0.534600337978823,-0.08222112245931393,-0.48453741399059413,-0.5674821709151221,-0.0007236344652140625,0,0,0
Grocery,42,12345,14966,14008,119929,16,16,10,4,0.15811388194561005,3,False,0.912564218044281,0.881311297416687,0.8092958927154541,2.914803981781006,2.9076738357543945,2.6997790336608887,2.6924641132354736,0.007130146026611328,0.2150249481201172,0.22233986854553223,0.00018477439880371094,0.0004156951326876879,0.007198122558754308,0.21688879256342508,0.22408691512217935,0.007126827933752807,0.21513916847800163,0.22244033369241237,0.00017433728065793797,3,3,3
Grocery,42,12345,9668,9359,71471,12,12,3,98,0.05832118168473244,1,True,0.945268452167511,0.9906855821609497,0.8697496652603149,0.07092659175395966,0.06589875370264053,0.0606306791305542,0.05628632754087448,0.005027838051319122,0.010295912623405457,0.014640264213085175,-0.0006834864616394043,-0.022810235619544983,0.005227067829395381,0.01112137220204424,0.016348440031439617,0.0050215938382837805,0.010255613904604555,0.014518136636195365,-0.0007590711066929705,3,3,3
Grocery,42,12345,7669,6842,46925,9,9,3,4,0.28867512941360474,1,False,0.9422724843025208,0.9780317544937134,0.7626538872718811,3.0462942123413086,3.42378830909729,2.566193103790283,2.9340641498565674,-0.37749409675598145,0.4801011085510254,0.11223006248474121,0.009623050689697266,0.009922457858920097,-0.371746743263041,0.4882683248995774,0.11652158163653681,-0.37863227339163014,0.4808190335065452,0.11024384183130155,0.008057081716386472,2,2,2
Grocery,42,12345,1373,1731,7368,2,2,1,13,0.2773500978946686,0,False,0.6532649397850037,0.9908526539802551,0.7597966194152832,2.03580904006958,2.077300786972046,2.0150060653686523,2.0150279998779297,-0.04149174690246582,0.020802974700927734,0.02078104019165039,0.04146981239318848,0.4991806149482727,-0.001465536522343899,0.08649161528448011,0.08502607876213619,-0.040317458318973175,0.009759006403234863,0.0093503869949738,0.03990883891071211,2,2,2
Grocery,42,12345,15270,6965,48070,19,9,1,3,0.5773502588272095,0,True,0.8246247172355652,0.8930431604385376,0.6168749332427979,0.22350358963012695,0.21227306127548218,0.18159376084804535,0.19282688200473785,0.011230528354644775,0.041909828782081604,0.0306767076253891,-0.02246364951133728,-0.2680080533027649,0.027768894196738544,0.0996280092232977,0.1273969034200363,0.010075183126375162,0.032538068736059175,-0.00032536827232673704,-0.042938620134761074,2,3,2
Grocery,42,12345,488,1033,4334,1,1,1,10,0.3162277638912201,0,True,0.9999004602432251,0.9272587299346924,0.9459438323974609,0.0020026168785989285,0.0006599632324650884,0.00030882356804795563,9.953480184776708e-05,0.00134265364613384,0.0016937933396548033,0.0019030821276828647,-0.0011333648581057787,-0.22944749891757965,0.00237755774335325,0.003951272103682764,0.0063288298470360145,0.0008599350767814064,-0.00024817221953148724,-0.0040542238015844586,-0.004665986658834377,3,3,1
Grocery,42,12345,15122,8427,60162,18,12,1,5,0.4472135901451111,0,False,0.48897644877433777,0.4929492771625519,0.9393869638442993,1.2781789302825928,2.2632579803466797,0.6956606507301331,1.2961511611938477,-0.9850790500640869,0.5825182795524597,-0.017972230911254883,0.3845885396003723,0.2425554394721985,-0.7160389619127123,1.174868173656822,0.4588292117441098,-0.9333562475291642,0.39843930679690986,-0.09667094526819048,0.43824599546406384,2,2,2
Grocery,42,12345,4942,4953,31670,7,7,1,16,0.25,0,True,0.71462082862854,0.8980230093002319,0.9785171747207642,0.5889855027198792,0.603145956993103,0.32675430178642273,0.3360033631324768,-0.014160454273223877,0.2622312009334564,0.25298213958740234,0.0049113929271698,0.00927774142473936,-0.009782334647090758,0.3414356389208939,0.331653304273803,-0.01425668433208242,0.2513007124120421,0.2403136413928083,0.0032696133128486404,2,2,2
Grocery,42,12345,1336,2592,11317,0,5,19,10,0.07254762202501297,3,True,0.9518295526504517,0.9854784607887268,0.6774729490280151,0.05303550511598587,0.05064907670021057,0.05170433968305588,0.04936930909752846,0.002386428415775299,0.0013311654329299927,0.0036661960184574127,-5.139783024787903e-05,-0.006960891652852297,0.0024472576835637434,0.001352558710139341,0.0037998163937030863,0.002384835097333255,0.0013310751130566104,0.003662520013193671,-5.3390197196194434e-05,3,3,3
Grocery,42,12345,11273,10916,90326,13,13,11,11,0.09090909361839294,3,True,0.9937386512756348,0.9905730485916138,0.8752486705780029,0.013138038106262684,0.01530627254396677,0.005398101639002562,0.0062810396775603294,-0.0021682344377040863,0.007739936467260122,0.006856998428702354,0.0012852963991463184,0.07666464149951935,-0.0019915505737335536,0.011697286330238029,0.009705735756504477,-0.0021581204513280248,0.006485479188528751,0.006113171732191756,0.0017858129949910291,2,2,2
Grocery,42,12345,2303,3091,14051,6,6,1,1,1.0,0,False,0.8751906752586365,0.9076073169708252,0.835627555847168,4.038635730743408,4.473378658294678,3.8608362674713135,5.023246765136719,-0.43474292755126953,0.17779946327209473,-0.9846110343933105,-0.7276675701141357,-0.4556027948856354,-0.1460616143701075,1.0672624086922111,0.9212007943221037,-0.39219733937455575,0.21526746245192685,-0.7392972769728587,-0.5623674000502299,2,2,2
Grocery,42,12345,11388,11332,94963,13,13,5,15,0.1154700443148613,2,True,0.9966993927955627,0.9803407192230225,0.9629641771316528,0.005761326756328344,0.00709087960422039,0.0026886051055043936,0.0033060437999665737,-0.001329552847892046,0.0030727216508239508,0.0024552829563617706,0.0007121141534298658,0.103843554854393,-0.0011884284149570746,0.004395439182296236,0.0032070107673391624,-0.0013197258471526244,0.0027149807681681242,0.0023070476526407782,0.0009117927316252784,2,2,2
Grocery,42,12345,8348,10305,82245,12,12,3,14,0.15430335700511932,1,True,0.9626868963241577,0.85994553565979,0.8635154962539673,0.05737033113837242,0.04150928184390068,0.05300690233707428,0.038027070462703705,0.01586104929447174,0.0043634288012981415,0.019343260675668716,-0.0008812174201011658,-0.02227110229432583,0.019227020944411484,0.007005729385852878,0.026232750330264364,0.015404507015933884,0.004294748294082334,0.01808694483451794,-0.0016123104754982766,3,3,3
Grocery,42,12345,1078,134,629,1,1,4,11,0.15075567364692688,1,True,0.9999043941497803,0.8909362554550171,0.8832788467407227,0.00021026308240834624,0.00019441144831944257,0.00010990492592100054,9.560128091834486e-05,1.5851634088903666e-05,0.0001003581564873457,0.00011466180149000138,-1.5479890862479806e-06,-0.00670468807220459,2.266760703941974e-05,0.00014819938929069626,0.000170866996330116,1.5259029432346077e-05,8.446921240386874e-05,9.605904689881272e-05,-3.669194937402085e-06,3,3,3
Grocery,42,12345,2475,2186,9392,4,4,11,11,0.09090909361839294,3,False,0.8464130759239197,0.9520912766456604,0.8071058988571167,2.947085380554199,2.9948318004608154,2.792320728302002,2.8395822048187256,-0.04774641990661621,0.15476465225219727,0.10750317573547363,0.0004849433898925781,0.0015642616199329495,-0.04744354017399714,0.15577203875568654,0.10832849858168941,-0.04775324301595611,0.1547863621871488,0.10748644811051947,0.0004533289393267581,2,2,2
Grocery,42,12345,3883,4371,24450,7,7,19,429,0.011076295748353004,3,True,0.8568534255027771,0.8705102205276489,0.8186135292053223,0.16824650764465332,0.16876402497291565,0.15402670204639435,0.15448850393295288,-0.0005175173282623291,0.014219805598258972,0.01375800371170044,5.571544170379639e-05,0.0019552477169781923,-0.0005086825392541153,0.014829211542843813,0.0143205290035897,-0.0005174310194568358,0.014204913159391852,0.013744782383759384,5.7300243824368394e-05,2,2,2
Grocery,42,12345,14982,15996,136017,16,17,2,1,0.7071067690849304,1,True,0.5059115886688232,0.9404252171516418,0.7756966352462769,1.6366440057754517,1.2512456178665161,0.953722357749939,0.6813933253288269,0.38539838790893555,0.6829216480255127,0.9552506804466248,-0.11306935548782349,-0.05587615445256233,0.42867139611338273,1.7177463763539973,2.1464177724673794,0.38634582729877637,-0.12629036938663396,-0.06276450843895587,-0.3228199663510983,3,3,1
Grocery,42,12345,2078,14546,125661,5,15,9,21,0.07273929566144943,2,True,0.7037054896354675,0.5055838227272034,0.45441627502441406,0.43960705399513245,0.43578267097473145,0.3551337718963623,0.3513953387737274,0.003824383020401001,0.08447328209877014,0.08821171522140503,-8.594989776611328e-05,-0.00048694232827983797,0.0039268136511918066,0.09404204903254917,0.09796886268374098,0.003823719853134952,0.08394152298959372,0.08773517964516078,-3.0063197567889444e-05,3,3,3
Grocery,42,12345,7201,13207,111170,11,15,5,360,0.02357022650539875,2,True,0.8946437835693359,0.8151608109474182,0.7339673042297363,0.11256130784749985,0.11092735826969147,0.1129656732082367,0.11132961511611938,0.0016339495778083801,-0.0004043653607368469,0.0012316927313804626,2.1085143089294434e-06,0.0006448021158576012,0.0016469519660278484,-0.0003943198814459048,0.0012526320845819433,0.001633907308882295,-0.0004039702776730834,0.0012322200621453583,2.28303093614677e-06,1,1,1
Grocery,42,12345,16865,13230,111799,18,15,3,60,0.07453560084104538,1,True,0.7970430850982666,0.7489297986030579,0.6466013193130493,0.2870905101299286,0.2920040786266327,0.22271811962127686,0.22684648633003235,-0.0049135684967041016,0.06437239050865173,0.06024402379989624,0.0007852017879486084,0.00606193020939827,-0.004808563431184075,0.0742876068861591,0.06947904345497502,-0.004913280722325582,0.06364708768030097,0.05960330021980525,0.0008694932618298623,2,2,2
Grocery,42,12345,1396,1782,7585,0,0,6,4,0.20412413775920868,2,True,0.9939554333686829,0.9715030789375305,0.94447261095047,0.016288766637444496,0.011126614175736904,0.00910853873938322,0.006062925793230534,0.005162152461707592,0.0071802278980612755,0.010225840844213963,-0.002116539515554905,-0.09378401935100555,0.006336469437310488,0.009829678473834574,0.016166147911145068,0.0049838051853870495,0.006465790549923556,0.008078777560982964,-0.003370818174327642,3,3,3
Grocery,42,12345,11837,11909,100466,13,13,7,3,0.2182178795337677,2,True,0.9822612404823303,0.9999669194221497,0.9701985716819763,0.0664370059967041,0.06558743864297867,0.018228977918624878,0.01789800450205803,0.0008495673537254333,0.048208028078079224,0.04853900149464607,-0.0005185939371585846,-0.0053136469796299934,0.0010264454113669066,0.08562518779128944,0.08665163320265636,0.000844810050841932,0.03119792246206931,0.031177653016050473,-0.000865079496860769,3,3,2
Grocery,42,12345,15372,14732,127340,17,16,4,2,0.3535533845424652,1,False,0.5170267224311829,0.8325684070587158,0.6801877021789551,0.8341712951660156,1.5073609352111816,0.37128666043281555,0.811212420463562,-0.673189640045166,0.4628846347332001,0.022958874702453613,0.23326388001441956,0.20125728845596313,-0.5433483626155675,0.6596418637975996,0.11629350118203197,-0.6779188276406289,0.4112667944810531,-0.017153282739702846,0.24949875041987302,2,2,2
