receiver_i,confidence,entropy_norm,margin,correct,label_i
499,0.7061362862586975,0.24903814494609833,0.45908114314079285,True,1
534,0.9648253321647644,0.05878034979104996,0.935248613357544,True,1
540,0.9975935816764832,0.006970488000661135,0.9967873692512512,True,1
541,0.5153042078018188,0.34412986040115356,0.2305217981338501,False,2
555,0.8718027472496033,0.19391705095767975,0.8041181564331055,False,2
556,0.42517736554145813,0.5180495381355286,0.10491636395454407,True,2
557,0.9966477751731873,0.008956370875239372,0.9953193664550781,True,1
560,0.5866707563400269,0.5025036334991455,0.48009541630744934,False,1
561,0.9999511241912842,0.00019494819571264088,0.9999179244041443,True,1
565,0.5854601860046387,0.42026621103286743,0.391480416059494,True,1
579,0.981509804725647,0.034851305186748505,0.9662731289863586,True,1
601,0.9995248317718506,0.0016088763950392604,0.9993197917938232,True,1
610,0.51589435338974,0.3729778230190277,0.13637933135032654,False,2
612,0.7006928324699402,0.29398658871650696,0.49487078189849854,False,1
626,1.0,3.671582362585468e-07,0.9999999403953552,True,1
630,0.5260665416717529,0.2601892352104187,0.06742960214614868,True,1
635,0.9534583687782288,0.0714770033955574,0.914466917514801,True,1
664,0.9594936370849609,0.07350548356771469,0.9374700784683228,True,1
687,0.9742257595062256,0.055410876870155334,0.9650112390518188,True,1
692,0.6416555643081665,0.3864426016807556,0.46364307403564453,False,2
695,0.9813942909240723,0.04097124561667442,0.9736701250076294,True,0
699,0.9954909682273865,0.010119209997355938,0.9913151860237122,True,1
703,0.7480379939079285,0.19221462309360504,0.49763575196266174,True,1
705,0.9475235342979431,0.08459947258234024,0.9203765988349915,True,1
708,0.5360298752784729,0.37698259949684143,0.17358925938606262,True,1
710,0.963657557964325,0.0682460144162178,0.9479267597198486,True,0
719,0.9999499320983887,0.00019952753791585565,0.9999158978462219,True,1
733,0.7390527725219727,0.3288811147212982,0.6122544407844543,True,0
741,0.9997289776802063,0.0009251844021491706,0.9995404481887817,True,1
760,0.9758396148681641,0.04769253358244896,0.9600996375083923,True,0
764,0.9958385229110718,0.01101697888225317,0.9939597249031067,True,1
766,0.6905695796012878,0.26221105456352234,0.42196279764175415,False,1
774,0.9954938888549805,0.011646089144051075,0.9937726259231567,True,1
776,0.9662066698074341,0.051030538976192474,0.933485209941864,True,1
780,0.7661046385765076,0.24563772976398468,0.5824310183525085,False,1
781,0.8648837804794312,0.18684488534927368,0.7899254560470581,True,1
796,0.9733346700668335,0.05180670693516731,0.958143949508667,True,1
797,0.9999651908874512,0.0001395965227857232,0.9999403357505798,True,1
799,0.9997648596763611,0.0008325216476805508,0.9996451735496521,True,1
800,0.9992427825927734,0.002413886832073331,0.99888676404953,True,1
802,0.9962453246116638,0.009187431074678898,0.9934272766113281,True,1
808,0.9539720416069031,0.08006677776575089,0.9266984462738037,True,1
816,0.7608709335327148,0.26669058203697205,0.6147099733352661,False,0
836,0.8567573428153992,0.23280858993530273,0.8087565302848816,False,2
854,0.9995092153549194,0.0014814242022112012,0.9990888833999634,True,1
857,0.9394388198852539,0.10626327246427536,0.9078813791275024,True,0
867,0.8743686676025391,0.14204904437065125,0.7595459222793579,False,1
877,0.9996907711029053,0.0010645563015714288,0.9995407462120056,True,1
887,0.9899256229400635,0.023694615811109543,0.9852131009101868,True,1
893,0.9992918968200684,0.0020813315641134977,0.9987317323684692,True,1
897,0.9184260964393616,0.1401987075805664,0.8841865062713623,False,1
903,0.9998213648796082,0.0006300185923464596,0.9997243881225586,True,1
905,0.9999938011169434,2.882941953430418e-05,0.9999905228614807,True,1
907,0.9999524354934692,0.00019066772074438632,0.9999321103096008,True,1
908,0.9988227486610413,0.0030692811124026775,0.9976579546928406,True,1
919,0.9999674558639526,0.00012681286898441613,0.9999371767044067,True,1
921,0.9634784460067749,0.07268904894590378,0.9518922567367554,True,1
928,0.9895201921463013,0.02549779787659645,0.9862813949584961,True,1
940,0.4688383638858795,0.41511696577072144,0.11608809232711792,True,0
943,0.29120150208473206,0.6563999056816101,0.07951308786869049,True,0
950,0.8325003385543823,0.2723521590232849,0.7787191867828369,True,1
975,0.9975382089614868,0.005903388373553753,0.9951505661010742,True,1
976,0.9997417330741882,0.0008788724662736058,0.999617874622345,True,1
980,0.9552463889122009,0.08995834738016129,0.9435360431671143,True,1
986,0.7150994539260864,0.3238046169281006,0.5284577012062073,True,1
1003,0.9985544085502625,0.003892704611644149,0.9972724914550781,True,1
1012,0.9999476671218872,0.000202304741833359,0.9999148845672607,True,1
1013,0.6541475653648376,0.28273215889930725,0.34717631340026855,True,1
1018,0.9551990628242493,0.08579486608505249,0.9332548975944519,True,1
1026,0.9999992847442627,3.829142769973259e-06,0.9999986886978149,True,1
1047,0.9999992847442627,3.595624320951174e-06,0.9999989867210388,True,1
1049,0.6077632308006287,0.31310033798217773,0.2821999192237854,True,0
1050,0.9999521970748901,0.00018825118604581803,0.9999219179153442,True,1
1058,0.9998918771743774,0.00039862096309661865,0.9998220205307007,True,1
1061,0.9795986413955688,0.036844801157712936,0.9629899859428406,True,1
1076,0.9999743700027466,0.00011338019976392388,0.9999662041664124,True,1
1078,0.9999043941497803,0.0003681365051306784,0.9998566508293152,True,1
1081,0.9998800754547119,0.0004419164906721562,0.9998235106468201,True,1
1083,0.7824811339378357,0.1882573664188385,0.5730606317520142,True,1
1084,0.9994334578514099,0.0018080921145156026,0.9990872740745544,True,1
1086,0.9999269247055054,0.00027717003831639886,0.999876081943512,True,1
1115,0.8043301105499268,0.22847045958042145,0.6751149892807007,True,1
1121,0.9996908903121948,0.0009598503820598125,0.9993939399719238,True,1
1126,0.9499779343605042,0.07362844794988632,0.9048112630844116,True,1
1139,0.6829271912574768,0.3388548195362091,0.5287224650382996,True,1
1140,0.9999126195907593,0.0003385178279131651,0.9998654723167419,True,1
1142,0.9136679172515869,0.11846625804901123,0.8422175645828247,False,0
1151,0.9999462366104126,0.00021359408856369555,0.9999195337295532,True,1
1169,0.9999996423721313,1.988386657103547e-06,0.9999993443489075,True,1
1170,0.9999932050704956,3.2687858038116246e-05,0.9999902844429016,True,1
1182,0.9999370574951172,0.0002608013746794313,0.9999211430549622,True,1
1215,0.9999839067459106,6.805361772421747e-05,0.999972403049469,True,1
1221,0.9998714923858643,0.0004886867827735841,0.9998054504394531,True,1
1223,0.38949093222618103,0.5976571440696716,0.19750964641571045,False,2
1230,0.8009047508239746,0.17102007567882538,0.6037136316299438,True,1
1243,0.9876032471656799,0.02840227261185646,0.9813263416290283,True,1
1245,0.9998757839202881,0.00046926119830459356,0.9998195767402649,True,1
1246,0.9999929666519165,3.135098813800141e-05,0.9999871850013733,True,1
1251,0.9988228678703308,0.003188088769093156,0.9977360367774963,True,1
1255,0.46609365940093994,0.5313162207603455,0.28549453616142273,False,1
1274,0.7184042930603027,0.32338815927505493,0.5850875377655029,True,0
1285,0.9476136565208435,0.09637455642223358,0.9260424375534058,True,0
1292,0.9996315240859985,0.0012153122806921601,0.9993557333946228,True,1
1298,0.9976116418838501,0.006733546499162912,0.9968486428260803,True,1
1301,0.9973586201667786,0.006713693030178547,0.9954971075057983,True,1
1303,0.9994545578956604,0.0015543547924607992,0.9989104866981506,True,1
1308,0.9975886344909668,0.006882479414343834,0.99652498960495,True,1
1323,0.5751340985298157,0.2933594584465027,0.19368088245391846,False,0
1327,0.9912412166595459,0.02066083811223507,0.9878627061843872,False,1
1331,0.9999949932098389,2.3746737497276627e-05,0.9999925494194031,True,1
1336,0.9518295526504517,0.07442300021648407,0.9163860082626343,True,0
1339,0.9999750852584839,0.00010513569577597082,0.9999626278877258,True,1
1341,0.9990179538726807,0.003031610744073987,0.9985625147819519,True,1
1343,0.5427295565605164,0.5175179839134216,0.3661125898361206,False,2
1346,0.9999164342880249,0.0003350689075887203,0.9998849034309387,True,1
1347,0.46851104497909546,0.4198312759399414,0.2332208752632141,True,2
1354,0.9999808073043823,8.027778676478192e-05,0.9999671578407288,True,1
1367,0.9999182224273682,0.0002874379279091954,0.9998382925987244,True,1
1371,0.913338840007782,0.10218385607004166,0.8287534713745117,False,1
1373,0.6532649397850037,0.41600242257118225,0.5199482440948486,False,2
1374,0.9301272034645081,0.08763253688812256,0.8619256615638733,True,0
1389,0.6173114776611328,0.2627143859863281,0.25987643003463745,True,1
1395,0.996353268623352,0.009325207211077213,0.99402916431427,True,1
1396,0.9939554333686829,0.013894465751945972,0.9893466830253601,True,0
1397,0.9999988079071045,6.030398708389839e-06,0.9999980330467224,True,1
1400,0.25698888301849365,0.7158692479133606,0.011943355202674866,False,1
1401,0.9951127171516418,0.012101243250072002,0.9917897582054138,True,1
1405,0.47935396432876587,0.5287778973579407,0.2861682176589966,True,1
1412,0.9650379419326782,0.05803196132183075,0.9374191761016846,True,1
1428,0.9999960660934448,1.9200746464775875e-05,0.9999942779541016,True,1
1431,0.9985108971595764,0.004372968338429928,0.997810959815979,True,1
1441,0.9998718500137329,0.0004602344997692853,0.9997730851173401,True,1
1447,0.9587356448173523,0.0720696672797203,0.9309936165809631,True,0
1448,0.9685767889022827,0.060981448739767075,0.9558671712875366,True,1
1452,0.9998643398284912,0.0005182353779673576,0.9998103976249695,True,1
1456,0.9999641180038452,0.0001454205485060811,0.9999458193778992,True,1
1458,0.9959737658500671,0.01075270026922226,0.9939373731613159,True,1
1475,0.7535727024078369,0.25528156757354736,0.5530238747596741,True,1
1476,0.8986251950263977,0.133604034781456,0.8149782419204712,False,1
1479,0.9512208104133606,0.06878817826509476,0.9049018025398254,True,1
1481,0.9997547268867493,0.0008343754452653229,0.9996113181114197,True,1
1482,0.7198839783668518,0.24598316848278046,0.471845805644989,True,1
1483,0.9950422048568726,0.012009046040475368,0.9926678538322449,True,1
1488,0.9410231709480286,0.08632310479879379,0.891197919845581,False,1
1494,0.9545401930809021,0.0923064574599266,0.9406639933586121,True,1
1496,0.8538153767585754,0.15121802687644958,0.713901162147522,True,1
1513,0.3412984609603882,0.501341700553894,0.0012042820453643799,False,0
1520,0.9914590120315552,0.018264517188072205,0.9845699071884155,True,1
1526,0.9999434947967529,0.00020811098511330783,0.9998896718025208,True,1
1532,0.9876452088356018,0.023474933579564095,0.9760816693305969,True,1
1540,0.9967259168624878,0.007922082208096981,0.9939342141151428,True,0
1551,0.9999750852584839,0.00010267019388265908,0.9999580383300781,True,1
1553,0.8690506815910339,0.13422571122646332,0.7404398322105408,True,1
1557,0.9988067150115967,0.0035432237200438976,0.9980954527854919,True,1
1558,0.9922864437103271,0.016297586262226105,0.985257089138031,True,1
1568,0.9898768067359924,0.020335590466856956,0.9806432127952576,False,1
1569,0.9999788999557495,8.747798710828647e-05,0.9999622106552124,True,1
1573,0.9957309365272522,0.01082623191177845,0.9931111931800842,True,1
1576,0.9421969056129456,0.10429085791110992,0.908122181892395,True,1
1579,0.9996798038482666,0.0010034561855718493,0.9993855953216553,True,1
1596,0.9997703433036804,0.0007969995494931936,0.9996168613433838,True,1
1605,0.9992508292198181,0.0022335464600473642,0.9986914396286011,True,1
1619,0.9977384805679321,0.005397430621087551,0.9954972863197327,True,1
1631,0.9996803998947144,0.0010827057994902134,0.999491274356842,True,1
1636,0.9978891015052795,0.005916489288210869,0.9968580603599548,True,1
1647,0.9999904632568359,4.186334626865573e-05,0.9999825358390808,True,1
1662,0.9909147024154663,0.021704083308577538,0.9873135089874268,True,1
1665,0.9753419756889343,0.04786726459860802,0.9598368406295776,True,1
1666,0.9999278783798218,0.0002857845101971179,0.9998936653137207,True,1
1668,0.9998354911804199,0.0005788456182926893,0.9997356534004211,True,1
1670,0.9290132522583008,0.10231608152389526,0.8690428733825684,True,1
1671,0.9998834133148193,0.0004327155475039035,0.9998074769973755,True,1
1675,0.9997530579566956,0.0008415211923420429,0.999561607837677,True,1
1678,0.9995669722557068,0.001346162287518382,0.9992184638977051,True,1
1680,0.999992847442627,3.3233165595447645e-05,0.999988317489624,True,1
1684,0.6421874165534973,0.38612696528434753,0.48297274112701416,True,1
1690,0.26130300760269165,0.648443341255188,0.03447936475276947,True,0
1702,0.9999719858169556,0.00010997524077538401,0.9999454617500305,True,1
1707,0.9831151366233826,0.03725040331482887,0.9762960076332092,True,1
1711,0.9151341915130615,0.13602598011493683,0.8750548362731934,True,1
1714,0.35911473631858826,0.5619836449623108,0.14465206861495972,True,0
1731,0.5842681527137756,0.3946496546268463,0.37962138652801514,False,2
1732,0.9802107214927673,0.04209661856293678,0.972027063369751,True,1
1738,0.9935593605041504,0.015097466297447681,0.9892438054084778,True,1
1742,0.8288719058036804,0.23972009122371674,0.7504035234451294,False,1
1750,0.9999397993087769,0.00023527177108917385,0.99990314245224,True,1
1751,0.9708013534545898,0.05814480781555176,0.9542866349220276,True,1
1767,0.9625820517539978,0.055155131965875626,0.9261030554771423,False,1
1775,0.9013941287994385,0.1472611278295517,0.8517955541610718,False,0
1778,0.9900016784667969,0.022041458636522293,0.9834346175193787,True,1
1782,0.9863102436065674,0.029620738700032234,0.9794144034385681,True,0
1784,0.9998100399971008,0.0006419061101041734,0.9996591806411743,True,1
1788,0.9932746887207031,0.015997273847460747,0.9898814558982849,True,1
1805,0.9997504353523254,0.00085830083116889,0.9995679259300232,True,1
1828,0.9999982118606567,8.944027285906486e-06,0.9999966621398926,True,1
1830,0.886076807975769,0.12057359516620636,0.7732129096984863,True,1
1831,0.4901258647441864,0.4355521500110626,0.15069115161895752,True,1
1836,0.563750147819519,0.5144926309585571,0.43082863092422485,False,0
1862,0.975035548210144,0.04812701791524887,0.9603881239891052,True,1
1867,0.9952231049537659,0.010692480951547623,0.990861177444458,True,1
1882,0.3419305980205536,0.5528921484947205,0.07065743207931519,False,2
1904,0.9512803554534912,0.06851442903280258,0.9043835997581482,True,1
1914,0.4412831962108612,0.6133826375007629,0.28543365001678467,True,1
1915,0.9891517162322998,0.023832451552152634,0.9813997149467468,True,1
1922,0.9107251167297363,0.11213470995426178,0.829664409160614,False,1
1924,0.21813058853149414,0.8082970976829529,0.04471559822559357,False,1
1929,0.9973711967468262,0.0075076972134411335,0.9963393211364746,True,1
1931,0.9737116694450378,0.050083041191101074,0.9541550874710083,True,1
1958,0.6440375447273254,0.41755661368370056,0.5300403833389282,True,3
1986,0.6677635908126831,0.23565921187400818,0.3511732220649719,True,3
1991,0.9732548594474792,0.04997953772544861,0.9577011466026306,True,3
1994,0.9003480076789856,0.1427813619375229,0.8392704725265503,False,3
2003,0.8131083846092224,0.28874754905700684,0.7578569054603577,True,5
2017,0.9875872731208801,0.02904246188700199,0.9825884699821472,True,3
2022,0.9183785915374756,0.14931072294712067,0.8930656313896179,True,5
2032,0.3774339556694031,0.49168142676353455,0.013152062892913818,True,5
2035,0.547753632068634,0.4116015136241913,0.2938791811466217,False,4
2046,0.399558961391449,0.5010704398155212,0.13206061720848083,True,5
2052,0.9819228053092957,0.03773706033825874,0.9709817171096802,True,5
2061,0.5897496342658997,0.29802608489990234,0.2255430817604065,False,3
2078,0.7037054896354675,0.3870477080345154,0.6165410280227661,True,5
2079,0.557047426700592,0.4740299582481384,0.3987155556678772,True,5
2093,0.3644469976425171,0.66297447681427,0.20873935520648956,False,4
2094,0.8993613123893738,0.11788331717252731,0.8039295077323914,True,3
2104,0.37134358286857605,0.4626292586326599,0.08706110715866089,True,5
2108,0.7940698862075806,0.24845574796199799,0.6648072004318237,True,3
2110,0.48684990406036377,0.38240551948547363,0.10737699270248413,True,5
2128,0.6977816224098206,0.4334757626056671,0.6343231797218323,True,5
2146,0.4780223071575165,0.4643634259700775,0.26003292202949524,True,3
2161,0.9000375270843506,0.15115953981876373,0.8650838136672974,True,3
2163,0.9796750545501709,0.040789950639009476,0.9689592719078064,False,4
2165,0.49527525901794434,0.38985446095466614,0.1641501784324646,False,3
2176,0.898192822933197,0.17216788232326508,0.860431969165802,True,5
2183,0.30062562227249146,0.6801666617393494,0.12499652802944183,True,5
2199,0.5749297738075256,0.24827489256858826,0.15981236100196838,True,5
2211,0.3596925437450409,0.6496820449829102,0.1535116732120514,False,5
2220,0.6171187162399292,0.35761576890945435,0.3536336421966553,False,5
2244,0.6852591633796692,0.32598018646240234,0.5373483896255493,True,5
2247,0.710674524307251,0.26951947808265686,0.4696425795555115,True,3
2256,0.999596893787384,0.0014118013205006719,0.999470591545105,False,4
2264,0.9925501346588135,0.014840086922049522,0.9851781129837036,True,3
2266,0.933623194694519,0.12339262664318085,0.9153532385826111,True,3
2282,0.7062563300132751,0.3748400807380676,0.6343592405319214,False,3
2287,0.4842352569103241,0.3690947890281677,0.18994542956352234,False,3
2289,0.6625551581382751,0.39626115560531616,0.4880439043045044,True,4
2290,0.6472005844116211,0.3241923153400421,0.3707234859466553,True,5
2298,0.9991075396537781,0.002746912417933345,0.9985330104827881,True,5
2303,0.8751906752586365,0.1879553496837616,0.815066933631897,False,6
2304,0.5388085246086121,0.5007656812667847,0.35953912138938904,False,5
2310,0.9893625378608704,0.022567979991436005,0.9809771180152893,True,5
2316,0.6167668104171753,0.2562994360923767,0.2605285346508026,False,3
2327,0.3203325569629669,0.5741642117500305,0.039352625608444214,False,4
2330,0.8750172257423401,0.15655027329921722,0.774943470954895,False,3
2333,0.3515128493309021,0.7295013070106506,0.12566570937633514,False,5
2343,0.9965682029724121,0.00895726215094328,0.9944789409637451,True,3
2354,0.9861817359924316,0.032763633877038956,0.9827932119369507,True,5
2355,0.983836829662323,0.03527270257472992,0.9769946336746216,True,3
2372,0.9659379720687866,0.05543562024831772,0.9360905289649963,True,3
2373,0.9016526341438293,0.1656566709280014,0.8731723427772522,True,3
2377,0.436861515045166,0.6197487711906433,0.2924072742462158,False,5
2379,0.22501130402088165,0.6139686107635498,0.0014111846685409546,True,3
2382,0.3768698275089264,0.5708885788917542,0.12491604685783386,False,5
2386,0.9976509213447571,0.006447067949920893,0.9965736865997314,False,5
2391,0.9639387726783752,0.05788583680987358,0.9323232769966125,True,3
2415,0.9808525443077087,0.03653114661574364,0.9672977328300476,True,3
2437,0.7620952725410461,0.27798226475715637,0.625577449798584,False,4
2439,0.6637616753578186,0.34428778290748596,0.44564729928970337,False,4
2447,0.795005738735199,0.2731786370277405,0.6859712600708008,True,5
2457,0.9233965277671814,0.12007861584424973,0.8877671957015991,True,3
2458,0.39108288288116455,0.528544008731842,0.16568990051746368,True,5
2468,0.6081026196479797,0.4247299134731293,0.4059236943721771,False,3
2475,0.8464130759239197,0.22384291887283325,0.7879629731178284,False,4
2477,0.39941564202308655,0.4134628474712372,0.023862868547439575,False,3
2478,0.5750594735145569,0.47928541898727417,0.4665307104587555,False,6
2502,0.9684644937515259,0.05180111527442932,0.940773069858551,True,3
2516,0.8322427272796631,0.2223726063966751,0.7366827726364136,True,3
2517,0.36622047424316406,0.5636731386184692,0.15874335169792175,True,5
2519,0.8448300361633301,0.17341095209121704,0.7132642865180969,False,5
2523,0.9133026599884033,0.12548990547657013,0.8558865785598755,True,5
2541,0.5964084267616272,0.4371636211872101,0.3993709087371826,True,5
2545,0.4260402321815491,0.40732455253601074,0.013858169317245483,False,5
2546,0.686595618724823,0.21568073332309723,0.3770993947982788,True,3
2551,0.46255022287368774,0.47098490595817566,0.22688843309879303,False,4
2555,0.9794973134994507,0.04354340210556984,0.9701778292655945,False,5
2557,0.47349676489830017,0.38837960362434387,0.09011247754096985,False,4
2558,0.5788891911506653,0.3792821168899536,0.2720259428024292,True,3
2568,0.3371715843677521,0.5924149751663208,0.15519769489765167,True,4
2590,0.7984885573387146,0.23091967403888702,0.658528208732605,True,3
2592,0.20874571800231934,0.6604918241500854,0.014742597937583923,False,5
2619,0.9528822898864746,0.07164240628480911,0.9126099944114685,True,3
2624,0.9567880034446716,0.07498272508382797,0.9367789030075073,True,5
2628,0.7023369073867798,0.38665494322776794,0.6228604912757874,False,5
2649,0.8850141763687134,0.19375349581241608,0.8391686081886292,False,4
2650,0.5703449845314026,0.2892477512359619,0.1798480749130249,False,5
2657,0.5882999300956726,0.4115040898323059,0.4140368103981018,False,5
2662,0.9359161257743835,0.11707352846860886,0.9159603118896484,True,3
2664,0.8632904291152954,0.19384339451789856,0.7759230136871338,False,4
2665,0.6361060738563538,0.45694926381111145,0.5074275732040405,False,4
2670,0.6658251881599426,0.3479158580303192,0.4895503520965576,False,5
2682,0.9289433360099792,0.11152376234531403,0.8822668790817261,True,5
2686,0.9072692394256592,0.14999990165233612,0.8666008710861206,True,5
2693,0.7650423049926758,0.2522485554218292,0.6105955839157104,False,5
2696,0.9007461071014404,0.16075940430164337,0.8524500131607056,True,5
2709,0.8667860627174377,0.2198353260755539,0.8257488012313843,False,5
2714,0.827281653881073,0.27473944425582886,0.7684867978096008,False,4
2716,0.9070736169815063,0.1499309539794922,0.8576247692108154,True,5
2718,0.7013158202171326,0.36073219776153564,0.5413943529129028,True,3
2720,0.3174431622028351,0.6702439188957214,0.08870993554592133,False,3
2737,0.9432622194290161,0.08616163581609726,0.9017415046691895,True,3
2769,0.7593578696250916,0.2047407329082489,0.5312530994415283,True,3
2776,0.5972520112991333,0.4719836413860321,0.48309630155563354,False,3
2778,0.9270821213722229,0.10878083854913712,0.8716785311698914,True,5
2795,0.7378240823745728,0.20773927867412567,0.486741840839386,False,3
2809,0.9563686847686768,0.08267655968666077,0.9360372424125671,True,5
2810,0.9930839538574219,0.01851114258170128,0.9903568029403687,True,5
2817,0.5561010837554932,0.2494712769985199,0.12258803844451904,True,3
2819,0.7729402780532837,0.22138744592666626,0.5737711787223816,True,5
2822,0.5496310591697693,0.3372827172279358,0.19427761435508728,False,3
2830,0.41922256350517273,0.472068190574646,0.08444654941558838,False,5
2840,0.915000855922699,0.14651331305503845,0.8869154453277588,True,3
2846,0.769340455532074,0.3139650523662567,0.7035459876060486,True,5
2847,0.8804274797439575,0.17516203224658966,0.8196445107460022,True,3
2853,0.6109018325805664,0.45821961760520935,0.5005594491958618,False,5
2856,0.4306652843952179,0.5399951338768005,0.23283018171787262,False,6
2871,0.5944971442222595,0.391266793012619,0.400410532951355,False,4
2877,0.35448306798934937,0.5395812392234802,0.08625549077987671,False,5
2879,0.421362042427063,0.5371972322463989,0.13708257675170898,False,5
2884,0.983234167098999,0.03286977484822273,0.9731829166412354,True,3
2888,0.5689305663108826,0.47865504026412964,0.3629457354545593,False,6
2894,0.6149021983146667,0.3113805055618286,0.3021397590637207,False,4
2911,0.37158459424972534,0.5036419034004211,0.07662054896354675,False,5
2913,0.42299890518188477,0.4306761622428894,0.00776633620262146,True,5
2919,0.9549040794372559,0.0815887302160263,0.9309307336807251,True,5
